#,Date-,Ch:1 - Temp   (°C),Ch:2 - Millivolts   (mv),pH,Button Down,Button Up,Host Connected,End of File
319,8/25/2023 21:30,24.68,4.42,6.76,,,,
320,8/25/2023 21:45,24.65,4.38,6.76,,,,
321,8/25/2023 22:00,24.63,4.3,6.76,,,,
322,8/25/2023 22:15,24.63,4.25,6.76,,,,
323,8/25/2023 22:30,24.6,4.2,6.76,,,,
324,8/25/2023 22:45,24.58,4.2,6.76,,,,
325,8/25/2023 23:00,24.56,4.2,6.76,,,,
326,8/25/2023 23:15,24.56,4.19,6.76,,,,
327,8/25/2023 23:30,24.53,4.16,6.76,,,,
328,8/25/2023 23:45,24.53,4.17,6.76,,,,
329,8/26/2023 0:00,24.51,4.16,6.76,,,,
330,8/26/2023 0:15,24.51,4.14,6.76,,,,
331,8/26/2023 0:30,24.48,4.16,6.76,,,,
332,8/26/2023 0:45,24.48,4.11,6.76,,,,
333,8/26/2023 1:00,24.46,4.08,6.76,,,,
334,8/26/2023 1:15,24.46,4.05,6.76,,,,
335,8/26/2023 1:30,24.44,3.95,6.76,,,,
336,8/26/2023 1:45,24.44,3.95,6.76,,,,
337,8/26/2023 2:00,24.41,4,6.76,,,,
338,8/26/2023 2:15,24.41,4.09,6.76,,,,
339,8/26/2023 2:30,24.39,4.27,6.76,,,,
340,8/26/2023 2:45,24.39,4.31,6.76,,,,
341,8/26/2023 3:00,24.39,4.31,6.76,,,,
342,8/26/2023 3:15,24.36,4.23,6.76,,,,
343,8/26/2023 3:30,24.36,4.22,6.76,,,,
344,8/26/2023 3:45,24.34,4.41,6.76,,,,
345,8/26/2023 4:00,24.34,4.39,6.76,,,,
346,8/26/2023 4:15,24.34,4.03,6.76,,,,
347,8/26/2023 4:30,24.34,4.06,6.76,,,,
348,8/26/2023 4:45,24.32,4.11,6.76,,,,
349,8/26/2023 5:00,24.32,4.14,6.76,,,,
350,8/26/2023 5:15,24.32,4.19,6.76,,,,
351,8/26/2023 5:30,24.32,4.27,6.76,,,,
352,8/26/2023 5:45,24.29,4.31,6.76,,,,
353,8/26/2023 6:00,24.29,4.14,6.76,,,,
354,8/26/2023 6:15,24.29,4.2,6.76,,,,
355,8/26/2023 6:30,24.29,4.14,6.76,,,,
356,8/26/2023 6:45,24.29,4.2,6.76,,,,
357,8/26/2023 7:00,24.29,4.31,6.76,,,,
358,8/26/2023 7:15,24.29,4.14,6.76,,,,
359,8/26/2023 7:30,24.27,3.53,6.77,,,,
360,8/26/2023 7:45,24.27,3.55,6.77,,,,
361,8/26/2023 8:00,24.27,3.55,6.77,,,,
362,8/26/2023 8:15,24.27,3.58,6.77,,,,
363,8/26/2023 8:30,24.27,3.63,6.77,,,,
364,8/26/2023 8:45,24.27,3.64,6.77,,,,
365,8/26/2023 9:00,24.29,3.69,6.77,,,,
366,8/26/2023 9:15,24.29,3.66,6.77,,,,
367,8/26/2023 9:30,24.32,3.73,6.77,,,,
368,8/26/2023 9:45,24.32,3.67,6.77,,,,
369,8/26/2023 10:00,24.34,3.73,6.77,,,,
370,8/26/2023 10:15,24.36,3.91,6.77,,,,
371,8/26/2023 10:30,24.39,4.17,6.76,,,,
372,8/26/2023 10:45,24.44,4.19,6.76,,,,
373,8/26/2023 11:00,24.48,4.22,6.76,,,,
374,8/26/2023 11:15,24.53,4.27,6.76,,,,
375,8/26/2023 11:30,24.6,4.28,6.76,,,,
376,8/26/2023 11:45,24.65,4.36,6.76,,,,
377,8/26/2023 12:00,24.73,4.39,6.76,,,,
378,8/26/2023 12:15,24.77,4.48,6.76,,,,
379,8/26/2023 12:30,24.85,4.5,6.76,,,,
380,8/26/2023 12:45,24.9,4.47,6.76,,,,
381,8/26/2023 13:00,24.94,4.45,6.76,,,,
382,8/26/2023 13:15,24.99,4.52,6.75,,,,
383,8/26/2023 13:30,25.04,4.53,6.75,,,,
384,8/26/2023 13:45,25.09,4.56,6.75,,,,
385,8/26/2023 14:00,25.14,4.69,6.75,,,,
386,8/26/2023 14:15,25.16,4.73,6.75,,,,
387,8/26/2023 14:30,25.21,4.75,6.75,,,,
388,8/26/2023 14:45,25.23,4.77,6.75,,,,
389,8/26/2023 15:00,25.26,4.77,6.75,,,,
390,8/26/2023 15:15,25.28,4.73,6.75,,,,
391,8/26/2023 15:30,25.31,4.72,6.75,,,,
392,8/26/2023 15:45,25.36,4.66,6.75,,,,
393,8/26/2023 16:00,25.38,4.67,6.75,,,,
394,8/26/2023 16:15,25.38,4.64,6.75,,,,
395,8/26/2023 16:30,25.38,4.63,6.75,,,,
396,8/26/2023 16:45,25.38,4.61,6.75,,,,
397,8/26/2023 17:00,25.38,4.69,6.75,,,,
398,8/26/2023 17:15,25.38,4.64,6.75,,,,
399,8/26/2023 17:30,25.36,4.66,6.75,,,,
400,8/26/2023 17:45,25.36,4.59,6.75,,,,
401,8/26/2023 18:00,25.33,4.69,6.75,,,,
402,8/26/2023 18:15,25.28,4.77,6.75,,,,
403,8/26/2023 18:30,25.26,4.72,6.75,,,,
404,8/26/2023 18:45,25.23,4.64,6.75,,,,
405,8/26/2023 19:00,25.21,4.69,6.75,,,,
406,8/26/2023 19:15,25.16,4.67,6.75,,,,
407,8/26/2023 19:30,25.14,4.7,6.75,,,,
408,8/26/2023 19:45,25.11,4.7,6.75,,,,
409,8/26/2023 20:00,25.09,4.7,6.75,,,,
410,8/26/2023 20:15,25.06,4.7,6.75,,,,
411,8/26/2023 20:30,25.04,4.73,6.75,,,,
412,8/26/2023 20:45,25.02,4.7,6.75,,,,
413,8/26/2023 21:00,24.99,4.69,6.75,,,,
414,8/26/2023 21:15,24.97,4.73,6.75,,,,
415,8/26/2023 21:30,24.94,4.75,6.75,,,,
416,8/26/2023 21:45,24.92,4.72,6.75,,,,
417,8/26/2023 22:00,24.92,4.69,6.75,,,,
418,8/26/2023 22:15,24.9,4.69,6.75,,,,
419,8/26/2023 22:30,24.87,4.67,6.75,,,,
420,8/26/2023 22:45,24.87,4.7,6.75,,,,
421,8/26/2023 23:00,24.85,4.72,6.75,,,,
422,8/26/2023 23:15,24.85,4.7,6.75,,,,
423,8/26/2023 23:30,24.82,4.73,6.75,,,,
424,8/26/2023 23:45,24.82,4.73,6.75,,,,
425,8/27/2023 0:00,24.8,4.77,6.75,,,,
426,8/27/2023 0:15,24.8,4.77,6.75,,,,
427,8/27/2023 0:30,24.77,4.7,6.75,,,,
428,8/27/2023 0:45,24.77,4.66,6.75,,,,
429,8/27/2023 1:00,24.75,4.66,6.75,,,,
430,8/27/2023 1:15,24.75,4.66,6.75,,,,
431,8/27/2023 1:30,24.75,4.66,6.75,,,,
432,8/27/2023 1:45,24.73,4.63,6.75,,,,
433,8/27/2023 2:00,24.73,4.58,6.75,,,,
434,8/27/2023 2:15,24.73,4.56,6.75,,,,
435,8/27/2023 2:30,24.7,4.58,6.75,,,,
436,8/27/2023 2:45,24.7,4.56,6.75,,,,
437,8/27/2023 3:00,24.7,4.56,6.75,,,,
438,8/27/2023 3:15,24.7,4.55,6.75,,,,
439,8/27/2023 3:30,24.68,4.56,6.75,,,,
440,8/27/2023 3:45,24.68,4.55,6.75,,,,
441,8/27/2023 4:00,24.68,4.53,6.75,,,,
442,8/27/2023 4:15,24.65,4.53,6.75,,,,
443,8/27/2023 4:30,24.65,4.53,6.75,,,,
444,8/27/2023 4:45,24.65,4.53,6.75,,,,
445,8/27/2023 5:00,24.63,4.53,6.75,,,,
446,8/27/2023 5:15,24.63,4.52,6.75,,,,
447,8/27/2023 5:30,24.63,4.52,6.75,,,,
448,8/27/2023 5:45,24.6,4.5,6.75,,,,
449,8/27/2023 6:00,24.6,4.47,6.76,,,,
450,8/27/2023 6:15,24.58,4.45,6.76,,,,
451,8/27/2023 6:30,24.58,4.5,6.75,,,,
452,8/27/2023 6:45,24.58,4.52,6.75,,,,
453,8/27/2023 7:00,24.56,4.52,6.75,,,,
454,8/27/2023 7:15,24.56,4.59,6.75,,,,
455,8/27/2023 7:30,24.53,4.61,6.75,,,,
456,8/27/2023 7:45,24.53,4.61,6.75,,,,
457,8/27/2023 8:00,24.53,4.61,6.75,,,,
458,8/27/2023 8:15,24.53,4.61,6.75,,,,
459,8/27/2023 8:30,24.53,4.59,6.75,,,,
460,8/27/2023 8:45,24.53,4.58,6.75,,,,
461,8/27/2023 9:00,24.53,4.58,6.75,,,,
462,8/27/2023 9:15,24.53,4.56,6.75,,,,
463,8/27/2023 9:30,24.53,4.55,6.75,,,,
464,8/27/2023 9:45,24.56,4.58,6.75,,,,
465,8/27/2023 10:00,24.56,4.69,6.75,,,,
466,8/27/2023 10:15,24.58,4.67,6.75,,,,
467,8/27/2023 10:30,24.6,4.66,6.75,,,,
468,8/27/2023 10:45,24.63,4.63,6.75,,,,
469,8/27/2023 11:00,24.65,4.59,6.75,,,,
470,8/27/2023 11:15,24.65,4.52,6.75,,,,
471,8/27/2023 11:30,24.68,4.53,6.75,,,,
472,8/27/2023 11:45,24.68,4.53,6.75,,,,
473,8/27/2023 12:00,24.7,4.53,6.75,,,,
474,8/27/2023 12:15,24.7,4.52,6.75,,,,
475,8/27/2023 12:30,24.7,4.52,6.75,,,,
476,8/27/2023 12:45,24.73,4.53,6.75,,,,
477,8/27/2023 13:00,24.73,4.53,6.75,,,,
478,8/27/2023 13:15,24.77,4.58,6.75,,,,
479,8/27/2023 13:30,24.8,4.61,6.75,,,,
